0/6090, t=0.200036s
4067/6090, t=0.484103s
4068/6090, t=0.484136s
4069/6090, t=0.484169s
4070/6090, t=0.484203s
4071/6090, t=0.484236s
4072/6090, t=0.484269s
4073/6090, t=0.484303s
4074/6090, t=0.484336s
4075/6090, t=0.484369s
4076/6090, t=0.484403s
4077/6090, t=0.484436s
4078/6090, t=0.484469s
4079/6090, t=0.484503s
4080/6090, t=0.484536s
4081/6090, t=0.484569s
4082/6090, t=0.484603s
4083/6090, t=0.484636s
4084/6090, t=0.484669s
4085/6090, t=0.484703s
4086/6090, t=0.484736s
4087/6090, t=0.484769s
4088/6090, t=0.484803s
4089/6090, t=0.484836s
4090/6090, t=0.484869s
4091/6090, t=0.484903s
4092/6090, t=0.484936s
4093/6090, t=0.484969s
4094/6090, t=0.485003s
4095/6090, t=0.485036s
4096/6090, t=0.485069s
4097/6090, t=0.485103s
4098/6090, t=0.485136s
4099/6090, t=0.485169s
4100/6090, t=0.485203s
4101/6090, t=0.485236s
4102/6090, t=0.485269s
4103/6090, t=0.485303s
4104/6090, t=0.485336s
4105/6090, t=0.485369s
4106/6090, t=0.485403s
4107/6090, t=0.485436s
4108/6090, t=0.485469s
4109/6090, t=0.485503s
4110/6090, t=0.485536s
4111/6090, t=0.485569s
4112/6090, t=0.485603s
4113/6090, t=0.485636s
4114/6090, t=0.485669s
4115/6090, t=0.485703s
4116/6090, t=0.485736s
4117/6090, t=0.485769s
4118/6090, t=0.485803s
4119/6090, t=0.485836s
4120/6090, t=0.485869s
4121/6090, t=0.485903s
4122/6090, t=0.485936s
4123/6090, t=0.485969s
4124/6090, t=0.486003s
4125/6090, t=0.486036s
4126/6090, t=0.486069s
4127/6090, t=0.486103s
4128/6090, t=0.486136s
4129/6090, t=0.486169s
4130/6090, t=0.486203s
4131/6090, t=0.486236s
4132/6090, t=0.486269s
4133/6090, t=0.486303s
4134/6090, t=0.486336s
4135/6090, t=0.486369s
4136/6090, t=0.486403s
4137/6090, t=0.486436s
4138/6090, t=0.486469s
4139/6090, t=0.486503s
4140/6090, t=0.486536s
4141/6090, t=0.486569s
4142/6090, t=0.486603s
4143/6090, t=0.486636s
4144/6090, t=0.486669s
4145/6090, t=0.486703s
4146/6090, t=0.486736s
4147/6090, t=0.486769s
4148/6090, t=0.486803s
4149/6090, t=0.486836s
4150/6090, t=0.486869s
4151/6090, t=0.486903s
4152/6090, t=0.486936s
4153/6090, t=0.486969s
4154/6090, t=0.487003s
4155/6090, t=0.487036s
4156/6090, t=0.487069s
4157/6090, t=0.487103s
4158/6090, t=0.487136s
4159/6090, t=0.487169s
4160/6090, t=0.487203s
4161/6090, t=0.487236s
4162/6090, t=0.487269s
4163/6090, t=0.487303s
4164/6090, t=0.487336s
4165/6090, t=0.487369s
4166/6090, t=0.487403s
4167/6090, t=0.487436s
4168/6090, t=0.487469s
4169/6090, t=0.487503s
4170/6090, t=0.487536s
4171/6090, t=0.487569s
4172/6090, t=0.487603s
4173/6090, t=0.487636s
4174/6090, t=0.487669s
4175/6090, t=0.487703s
4176/6090, t=0.487736s
4177/6090, t=0.487769s
4178/6090, t=0.487803s
4179/6090, t=0.487836s
4180/6090, t=0.487869s
4181/6090, t=0.487903s
4182/6090, t=0.487936s
4183/6090, t=0.487969s
4184/6090, t=0.488003s
4185/6090, t=0.488036s
4186/6090, t=0.488069s
4187/6090, t=0.488103s
4188/6090, t=0.488136s
4189/6090, t=0.488169s
4190/6090, t=0.488203s
4191/6090, t=0.488236s
4192/6090, t=0.488269s
4193/6090, t=0.488303s
4194/6090, t=0.488336s
4195/6090, t=0.488369s
4196/6090, t=0.488403s
4197/6090, t=0.488436s
4198/6090, t=0.488469s
4199/6090, t=0.488503s
4200/6090, t=0.488536s
4201/6090, t=0.488569s
4202/6090, t=0.488603s
4203/6090, t=0.488636s
4204/6090, t=0.488669s
4205/6090, t=0.488703s
4206/6090, t=0.488736s
4207/6090, t=0.488769s
4208/6090, t=0.488803s
4209/6090, t=0.488836s
4210/6090, t=0.488869s
4211/6090, t=0.488903s
4212/6090, t=0.488936s
4213/6090, t=0.488969s
4214/6090, t=0.489003s
4215/6090, t=0.489036s
4216/6090, t=0.489069s
4217/6090, t=0.489103s
4218/6090, t=0.489136s
4219/6090, t=0.489169s
4220/6090, t=0.489203s
4221/6090, t=0.489236s
4222/6090, t=0.489269s
4223/6090, t=0.489303s
4224/6090, t=0.489336s
4225/6090, t=0.489369s
4226/6090, t=0.489403s
4227/6090, t=0.489436s
4228/6090, t=0.489469s
4229/6090, t=0.489503s
4230/6090, t=0.489536s
4231/6090, t=0.489569s
4232/6090, t=0.489603s
4233/6090, t=0.489636s
4234/6090, t=0.489669s
4235/6090, t=0.489703s
4236/6090, t=0.489736s
4237/6090, t=0.489769s
4238/6090, t=0.489803s
4239/6090, t=0.489836s
4240/6090, t=0.489869s
4241/6090, t=0.489903s
4242/6090, t=0.489936s
4243/6090, t=0.489969s
4244/6090, t=0.490003s
4245/6090, t=0.490036s
4246/6090, t=0.490069s
4247/6090, t=0.490103s
4248/6090, t=0.490136s
4249/6090, t=0.490169s
4250/6090, t=0.490203s
4251/6090, t=0.490236s
4252/6090, t=0.490269s
4253/6090, t=0.490303s
4254/6090, t=0.490336s
4255/6090, t=0.490369s
4256/6090, t=0.490403s
4257/6090, t=0.490436s
4258/6090, t=0.490469s
4259/6090, t=0.490503s
4260/6090, t=0.490536s
4261/6090, t=0.490569s
4262/6090, t=0.490603s
4263/6090, t=0.490636s
4264/6090, t=0.490669s
4265/6090, t=0.490703s
4266/6090, t=0.490736s
4267/6090, t=0.490769s
4268/6090, t=0.490803s
4269/6090, t=0.490836s
4270/6090, t=0.490869s
4271/6090, t=0.490903s
4272/6090, t=0.490936s
4273/6090, t=0.490969s
4274/6090, t=0.491003s
4275/6090, t=0.491036s
4276/6090, t=0.491069s
4277/6090, t=0.491103s
4278/6090, t=0.491136s
4279/6090, t=0.491169s
4280/6090, t=0.491203s
4281/6090, t=0.491236s
4282/6090, t=0.491269s
4283/6090, t=0.491303s
4284/6090, t=0.491336s
4285/6090, t=0.491369s
4286/6090, t=0.491403s
4287/6090, t=0.491436s
4288/6090, t=0.491469s
4289/6090, t=0.491503s
4290/6090, t=0.491536s
4291/6090, t=0.491569s
4292/6090, t=0.491603s
4293/6090, t=0.491636s
4294/6090, t=0.491669s
4295/6090, t=0.491703s
4296/6090, t=0.491736s
4297/6090, t=0.491769s
4298/6090, t=0.491803s
4299/6090, t=0.491836s
4300/6090, t=0.491869s
4301/6090, t=0.491903s
4302/6090, t=0.491936s
4303/6090, t=0.491969s
4304/6090, t=0.492003s
4305/6090, t=0.492036s
4306/6090, t=0.492069s
4307/6090, t=0.492103s
4308/6090, t=0.492136s
4309/6090, t=0.492169s
4310/6090, t=0.492203s
4311/6090, t=0.492236s
4312/6090, t=0.492269s
4313/6090, t=0.492303s
4314/6090, t=0.492336s
4315/6090, t=0.492369s
4316/6090, t=0.492403s
4317/6090, t=0.492436s
4318/6090, t=0.492469s
4319/6090, t=0.492503s
4320/6090, t=0.492536s
4321/6090, t=0.492569s
4322/6090, t=0.492603s
4323/6090, t=0.492636s
4324/6090, t=0.492669s
4325/6090, t=0.492703s
4326/6090, t=0.492736s
4327/6090, t=0.492769s
4328/6090, t=0.492803s
4329/6090, t=0.492836s
4330/6090, t=0.492869s
4331/6090, t=0.492903s
4332/6090, t=0.492936s
4333/6090, t=0.492969s
4334/6090, t=0.493003s
4335/6090, t=0.493036s
4336/6090, t=0.493069s
4337/6090, t=0.493103s
4338/6090, t=0.493136s
4339/6090, t=0.493169s
4340/6090, t=0.493203s
4341/6090, t=0.493236s
4342/6090, t=0.493269s
4343/6090, t=0.493303s
4344/6090, t=0.493336s
4345/6090, t=0.493369s
4346/6090, t=0.493403s
4347/6090, t=0.493436s
4348/6090, t=0.493469s
4349/6090, t=0.493503s
4350/6090, t=0.493536s
4351/6090, t=0.493569s
4352/6090, t=0.493603s
4353/6090, t=0.493636s
4354/6090, t=0.493669s
4355/6090, t=0.493703s
4356/6090, t=0.493736s
4357/6090, t=0.493769s
4358/6090, t=0.493803s
4359/6090, t=0.493836s
4360/6090, t=0.493869s
4361/6090, t=0.493903s
4362/6090, t=0.493936s
4363/6090, t=0.493969s
4364/6090, t=0.494003s
4365/6090, t=0.494036s
4366/6090, t=0.494069s
4367/6090, t=0.494103s
4368/6090, t=0.494136s
4369/6090, t=0.494169s
4370/6090, t=0.494203s
4371/6090, t=0.494236s
4372/6090, t=0.494269s
4373/6090, t=0.494303s
4374/6090, t=0.494336s
4375/6090, t=0.494369s
4376/6090, t=0.494403s
4377/6090, t=0.494436s
4378/6090, t=0.494469s
4379/6090, t=0.494503s
4380/6090, t=0.494536s
4381/6090, t=0.494569s
4382/6090, t=0.494603s
4383/6090, t=0.494636s
4384/6090, t=0.494669s
4385/6090, t=0.494703s
4386/6090, t=0.494736s
4387/6090, t=0.494769s
4388/6090, t=0.494803s
4389/6090, t=0.494836s
4390/6090, t=0.494869s
4391/6090, t=0.494903s
4392/6090, t=0.494936s
4393/6090, t=0.494969s
4394/6090, t=0.495003s
4395/6090, t=0.495036s
4396/6090, t=0.495069s
4397/6090, t=0.495103s
4398/6090, t=0.495136s
4399/6090, t=0.495169s
4400/6090, t=0.495203s
4401/6090, t=0.495236s
4402/6090, t=0.495269s
4403/6090, t=0.495303s
4404/6090, t=0.495336s
4405/6090, t=0.495369s
4406/6090, t=0.495403s
4407/6090, t=0.495436s
4408/6090, t=0.495469s
4409/6090, t=0.495503s
4410/6090, t=0.495536s
4411/6090, t=0.495569s
4412/6090, t=0.495603s
4413/6090, t=0.495636s
4414/6090, t=0.495669s
4415/6090, t=0.495703s
4416/6090, t=0.495736s
4417/6090, t=0.495769s
4418/6090, t=0.495803s
4419/6090, t=0.495836s
4420/6090, t=0.495869s
4421/6090, t=0.495903s
4422/6090, t=0.495936s
4423/6090, t=0.495969s
4424/6090, t=0.496003s
4425/6090, t=0.496036s
4426/6090, t=0.496069s
4427/6090, t=0.496103s
4428/6090, t=0.496136s
4429/6090, t=0.496169s
4430/6090, t=0.496203s
4431/6090, t=0.496236s
4432/6090, t=0.496269s
4433/6090, t=0.496303s
4434/6090, t=0.496336s
4435/6090, t=0.496369s
4436/6090, t=0.496403s
4437/6090, t=0.496436s
4438/6090, t=0.496469s
4439/6090, t=0.496503s
4440/6090, t=0.496536s
4441/6090, t=0.496569s
4442/6090, t=0.496603s
4443/6090, t=0.496636s
4444/6090, t=0.496669s
4445/6090, t=0.496703s
4446/6090, t=0.496736s
4447/6090, t=0.496769s
4448/6090, t=0.496803s
4449/6090, t=0.496836s
4450/6090, t=0.496869s
4451/6090, t=0.496903s
4452/6090, t=0.496936s
4453/6090, t=0.496969s
4454/6090, t=0.497003s
4455/6090, t=0.497036s
4456/6090, t=0.497069s
4457/6090, t=0.497103s
4458/6090, t=0.497136s
4459/6090, t=0.497169s
4460/6090, t=0.497203s
4461/6090, t=0.497236s
4462/6090, t=0.497269s
4463/6090, t=0.497303s
4464/6090, t=0.497336s
4465/6090, t=0.497369s
4466/6090, t=0.497403s
4467/6090, t=0.497436s
4468/6090, t=0.497469s
4469/6090, t=0.497503s
4470/6090, t=0.497536s
4471/6090, t=0.497569s
4472/6090, t=0.497603s
4473/6090, t=0.497636s
4474/6090, t=0.497669s
4475/6090, t=0.497703s
4476/6090, t=0.497736s
4477/6090, t=0.497769s
4478/6090, t=0.497803s
4479/6090, t=0.497836s
4480/6090, t=0.497869s
4481/6090, t=0.497903s
4482/6090, t=0.497936s
4483/6090, t=0.497969s
4484/6090, t=0.498003s
4485/6090, t=0.498036s
4486/6090, t=0.498069s
4487/6090, t=0.498103s
4488/6090, t=0.498136s
4489/6090, t=0.498169s
4490/6090, t=0.498203s
4491/6090, t=0.498236s
4492/6090, t=0.498269s
4493/6090, t=0.498303s
4494/6090, t=0.498336s
4495/6090, t=0.498369s
4496/6090, t=0.498403s
4497/6090, t=0.498436s
4498/6090, t=0.498469s
4499/6090, t=0.498503s
4500/6090, t=0.498536s
4501/6090, t=0.498569s
4502/6090, t=0.498603s
4503/6090, t=0.498636s
4504/6090, t=0.498669s
4505/6090, t=0.498703s
4506/6090, t=0.498736s
4507/6090, t=0.498769s
4508/6090, t=0.498803s
4509/6090, t=0.498836s
4510/6090, t=0.498869s
4511/6090, t=0.498903s
4512/6090, t=0.498936s
4513/6090, t=0.498969s
4514/6090, t=0.499003s
4515/6090, t=0.499036s
4516/6090, t=0.499069s
4517/6090, t=0.499103s
4518/6090, t=0.499136s
4519/6090, t=0.499169s
4520/6090, t=0.499203s
4521/6090, t=0.499236s
4522/6090, t=0.499269s
4523/6090, t=0.499303s
4524/6090, t=0.499336s
4525/6090, t=0.499369s
4526/6090, t=0.499403s
4527/6090, t=0.499436s
4528/6090, t=0.499469s
4529/6090, t=0.499503s
4530/6090, t=0.499536s
4531/6090, t=0.499569s
4532/6090, t=0.499603s
4533/6090, t=0.499636s
4534/6090, t=0.499669s
4535/6090, t=0.499703s
4536/6090, t=0.499736s
4537/6090, t=0.499769s
4538/6090, t=0.499803s
4539/6090, t=0.499836s
4540/6090, t=0.499869s
4541/6090, t=0.499903s
4542/6090, t=0.499936s
4543/6090, t=0.499969s
4544/6090, t=0.500003s
4545/6090, t=0.500036s
4546/6090, t=0.500069s
4547/6090, t=0.500103s
4548/6090, t=0.500136s
4549/6090, t=0.500169s
4550/6090, t=0.500203s
4551/6090, t=0.500236s
4552/6090, t=0.500269s
4553/6090, t=0.500303s
4554/6090, t=0.500336s
4555/6090, t=0.500369s
4556/6090, t=0.500403s
4557/6090, t=0.500436s
4558/6090, t=0.500469s
4559/6090, t=0.500503s
4560/6090, t=0.500536s
4561/6090, t=0.500569s
4562/6090, t=0.500603s
4563/6090, t=0.500636s
4564/6090, t=0.500669s
4565/6090, t=0.500703s
4566/6090, t=0.500736s
4567/6090, t=0.500769s
4568/6090, t=0.500803s
4569/6090, t=0.500836s
4570/6090, t=0.500869s
4571/6090, t=0.500903s
4572/6090, t=0.500936s
4573/6090, t=0.500969s
4574/6090, t=0.501003s
4575/6090, t=0.501036s
4576/6090, t=0.501069s
4577/6090, t=0.501103s
4578/6090, t=0.501136s
4579/6090, t=0.501169s
4580/6090, t=0.501203s
4581/6090, t=0.501236s
4582/6090, t=0.501269s
4583/6090, t=0.501303s
4584/6090, t=0.501336s
4585/6090, t=0.501369s
4586/6090, t=0.501403s
4587/6090, t=0.501436s
4588/6090, t=0.501469s
4589/6090, t=0.501503s
4590/6090, t=0.501536s
4591/6090, t=0.501569s
4592/6090, t=0.501603s
4593/6090, t=0.501636s
4594/6090, t=0.501669s
4595/6090, t=0.501703s
4596/6090, t=0.501736s
4597/6090, t=0.501769s
4598/6090, t=0.501803s
4599/6090, t=0.501836s
4600/6090, t=0.501869s
4601/6090, t=0.501903s
4602/6090, t=0.501936s
4603/6090, t=0.501969s
4604/6090, t=0.502003s
4605/6090, t=0.502036s
4606/6090, t=0.502069s
4607/6090, t=0.502103s
4608/6090, t=0.502136s
4609/6090, t=0.502169s
4610/6090, t=0.502203s
4611/6090, t=0.502236s
4612/6090, t=0.502269s
4613/6090, t=0.502303s
4614/6090, t=0.502336s
4615/6090, t=0.502369s
4616/6090, t=0.502403s
4617/6090, t=0.502436s
4618/6090, t=0.502469s
4619/6090, t=0.502503s
4620/6090, t=0.502536s
4621/6090, t=0.502569s
4622/6090, t=0.502603s
4623/6090, t=0.502636s
4624/6090, t=0.502669s
4625/6090, t=0.502703s
4626/6090, t=0.502736s
4627/6090, t=0.502769s
4628/6090, t=0.502803s
4629/6090, t=0.502836s
4630/6090, t=0.502869s
4631/6090, t=0.502903s
4632/6090, t=0.502936s
4633/6090, t=0.502969s
4634/6090, t=0.503003s
4635/6090, t=0.503036s
4636/6090, t=0.503069s
4637/6090, t=0.503103s
4638/6090, t=0.503136s
4639/6090, t=0.503169s
4640/6090, t=0.503203s
4641/6090, t=0.503236s
4642/6090, t=0.503269s
4643/6090, t=0.503303s
4644/6090, t=0.503336s
4645/6090, t=0.503369s
4646/6090, t=0.503403s
4647/6090, t=0.503436s
4648/6090, t=0.503469s
4649/6090, t=0.503503s
4650/6090, t=0.503536s
4651/6090, t=0.503569s
4652/6090, t=0.503603s
4653/6090, t=0.503636s
4654/6090, t=0.503669s
4655/6090, t=0.503703s
4656/6090, t=0.503736s
4657/6090, t=0.503769s
4658/6090, t=0.503803s
4659/6090, t=0.503836s
4660/6090, t=0.503869s
4661/6090, t=0.503903s
4662/6090, t=0.503936s
4663/6090, t=0.503969s
4664/6090, t=0.504003s
4665/6090, t=0.504036s
4666/6090, t=0.504069s
4667/6090, t=0.504103s
4668/6090, t=0.504136s
4669/6090, t=0.504169s
4670/6090, t=0.504203s
4671/6090, t=0.504236s
4672/6090, t=0.504269s
4673/6090, t=0.504303s
4674/6090, t=0.504336s
4675/6090, t=0.504369s
4676/6090, t=0.504403s
4677/6090, t=0.504436s
4678/6090, t=0.504469s
4679/6090, t=0.504503s
4680/6090, t=0.504536s
4681/6090, t=0.504569s
4682/6090, t=0.504603s
4683/6090, t=0.504636s
4684/6090, t=0.504669s
4685/6090, t=0.504703s
4686/6090, t=0.504736s
4687/6090, t=0.504769s
4688/6090, t=0.504803s
4689/6090, t=0.504836s
4690/6090, t=0.504869s
4691/6090, t=0.504903s
4692/6090, t=0.504936s
4693/6090, t=0.504969s
4694/6090, t=0.505003s
4695/6090, t=0.505036s
4696/6090, t=0.505069s
4697/6090, t=0.505103s
4698/6090, t=0.505136s
4699/6090, t=0.505169s
4700/6090, t=0.505203s
4701/6090, t=0.505236s
4702/6090, t=0.505269s
4703/6090, t=0.505303s
4704/6090, t=0.505336s
4705/6090, t=0.505369s
4706/6090, t=0.505403s
4707/6090, t=0.505436s
4708/6090, t=0.505469s
4709/6090, t=0.505503s
4710/6090, t=0.505536s
4711/6090, t=0.505569s
4712/6090, t=0.505603s
4713/6090, t=0.505636s
4714/6090, t=0.505669s
4715/6090, t=0.505703s
4716/6090, t=0.505736s
4717/6090, t=0.505769s
4718/6090, t=0.505803s
4719/6090, t=0.505836s
4720/6090, t=0.505869s
4721/6090, t=0.505903s
4722/6090, t=0.505936s
4723/6090, t=0.505969s
4724/6090, t=0.506003s
4725/6090, t=0.506036s
4726/6090, t=0.506069s
4727/6090, t=0.506103s
4728/6090, t=0.506136s
4729/6090, t=0.506169s
4730/6090, t=0.506203s
4731/6090, t=0.506236s
4732/6090, t=0.506269s
4733/6090, t=0.506303s
4734/6090, t=0.506336s
4735/6090, t=0.506369s
4736/6090, t=0.506403s
4737/6090, t=0.506436s
4738/6090, t=0.506469s
4739/6090, t=0.506503s
4740/6090, t=0.506536s
4741/6090, t=0.506569s
4742/6090, t=0.506603s
4743/6090, t=0.506636s
4744/6090, t=0.506669s
4745/6090, t=0.506703s
4746/6090, t=0.506736s
4747/6090, t=0.506769s
4748/6090, t=0.506803s
4749/6090, t=0.506836s
4750/6090, t=0.506869s
4751/6090, t=0.506903s
4752/6090, t=0.506936s
4753/6090, t=0.506969s
4754/6090, t=0.507003s
4755/6090, t=0.507036s
4756/6090, t=0.507069s
4757/6090, t=0.507103s
4758/6090, t=0.507136s
4759/6090, t=0.507169s
4760/6090, t=0.507203s
4761/6090, t=0.507236s
4762/6090, t=0.507269s
4763/6090, t=0.507303s
4764/6090, t=0.507336s
4765/6090, t=0.507369s
4766/6090, t=0.507403s
4767/6090, t=0.507436s
4768/6090, t=0.507469s
4769/6090, t=0.507503s
4770/6090, t=0.507536s
4771/6090, t=0.507569s
4772/6090, t=0.507603s
4773/6090, t=0.507636s
4774/6090, t=0.507669s
4775/6090, t=0.507703s
4776/6090, t=0.507736s
4777/6090, t=0.507769s
4778/6090, t=0.507803s
4779/6090, t=0.507836s
4780/6090, t=0.507869s
4781/6090, t=0.507903s
4782/6090, t=0.507936s
4783/6090, t=0.507969s
4784/6090, t=0.508003s
4785/6090, t=0.508036s
4786/6090, t=0.508069s
4787/6090, t=0.508103s
4788/6090, t=0.508136s
4789/6090, t=0.508169s
4790/6090, t=0.508203s
4791/6090, t=0.508236s
4792/6090, t=0.508269s
4793/6090, t=0.508303s
4794/6090, t=0.508336s
4795/6090, t=0.508369s
4796/6090, t=0.508403s
4797/6090, t=0.508436s
4798/6090, t=0.508469s
4799/6090, t=0.508503s
4800/6090, t=0.508536s
4801/6090, t=0.508569s
4802/6090, t=0.508603s
4803/6090, t=0.508636s
4804/6090, t=0.508669s
4805/6090, t=0.508703s
4806/6090, t=0.508736s
4807/6090, t=0.508769s
4808/6090, t=0.508803s
4809/6090, t=0.508836s
4810/6090, t=0.508869s
4811/6090, t=0.508903s
4812/6090, t=0.508936s
4813/6090, t=0.508969s
4814/6090, t=0.509003s
4815/6090, t=0.509036s
4816/6090, t=0.509069s
4817/6090, t=0.509103s
4818/6090, t=0.509136s
4819/6090, t=0.509169s
4820/6090, t=0.509203s
4821/6090, t=0.509236s
4822/6090, t=0.509269s
4823/6090, t=0.509303s
4824/6090, t=0.509336s
4825/6090, t=0.509369s
4826/6090, t=0.509403s
4827/6090, t=0.509436s
4828/6090, t=0.509469s
4829/6090, t=0.509503s
4830/6090, t=0.509536s
4831/6090, t=0.509569s
4832/6090, t=0.509603s
4833/6090, t=0.509636s
4834/6090, t=0.509669s
4835/6090, t=0.509703s
4836/6090, t=0.509736s
4837/6090, t=0.509769s
4838/6090, t=0.509803s
4839/6090, t=0.509836s
4840/6090, t=0.509869s
4841/6090, t=0.509903s
4842/6090, t=0.509936s
4843/6090, t=0.509969s
4844/6090, t=0.510003s
4845/6090, t=0.510036s
4846/6090, t=0.510069s
4847/6090, t=0.510103s
4848/6090, t=0.510136s
4849/6090, t=0.510169s
4850/6090, t=0.510203s
4851/6090, t=0.510236s
4852/6090, t=0.510269s
4853/6090, t=0.510303s
4854/6090, t=0.510336s
4855/6090, t=0.510369s
4856/6090, t=0.510403s
4857/6090, t=0.510436s
4858/6090, t=0.510469s
4859/6090, t=0.510503s
4860/6090, t=0.510536s
4861/6090, t=0.510569s
4862/6090, t=0.510603s
4863/6090, t=0.510636s
4864/6090, t=0.510669s
4865/6090, t=0.510703s
4866/6090, t=0.510736s
4867/6090, t=0.510769s
4868/6090, t=0.510803s
4869/6090, t=0.510836s
4870/6090, t=0.510869s
4871/6090, t=0.510903s
4872/6090, t=0.510936s
4873/6090, t=0.510969s
4874/6090, t=0.511003s
4875/6090, t=0.511036s
4876/6090, t=0.511069s
4877/6090, t=0.511103s
4878/6090, t=0.511136s
4879/6090, t=0.511169s
4880/6090, t=0.511203s
4881/6090, t=0.511236s
4882/6090, t=0.511269s
4883/6090, t=0.511303s
4884/6090, t=0.511336s
4885/6090, t=0.511369s
4886/6090, t=0.511403s
4887/6090, t=0.511436s
4888/6090, t=0.511469s
4889/6090, t=0.511503s
4890/6090, t=0.511536s
4891/6090, t=0.511569s
4892/6090, t=0.511603s
4893/6090, t=0.511636s
4894/6090, t=0.511669s
4895/6090, t=0.511703s
4896/6090, t=0.511736s
4897/6090, t=0.511769s
4898/6090, t=0.511803s
4899/6090, t=0.511836s
4900/6090, t=0.511869s
4901/6090, t=0.511903s
4902/6090, t=0.511936s
4903/6090, t=0.511969s
4904/6090, t=0.512003s
4905/6090, t=0.512036s
4906/6090, t=0.512069s
4907/6090, t=0.512103s
4908/6090, t=0.512136s
4909/6090, t=0.512169s
4910/6090, t=0.512203s
4911/6090, t=0.512236s
4912/6090, t=0.512269s
4913/6090, t=0.512303s
4914/6090, t=0.512336s
4915/6090, t=0.512369s
4916/6090, t=0.512403s
4917/6090, t=0.512436s
4918/6090, t=0.512469s
4919/6090, t=0.512503s
4920/6090, t=0.512536s
4921/6090, t=0.512569s
4922/6090, t=0.512603s
4923/6090, t=0.512636s
4924/6090, t=0.512669s
4925/6090, t=0.512703s
4926/6090, t=0.512736s
4927/6090, t=0.512769s
4928/6090, t=0.512803s
4929/6090, t=0.512836s
4930/6090, t=0.512869s
4931/6090, t=0.512903s
4932/6090, t=0.512936s
4933/6090, t=0.512969s
4934/6090, t=0.513003s
4935/6090, t=0.513036s
4936/6090, t=0.513069s
4937/6090, t=0.513103s
4938/6090, t=0.513136s
4939/6090, t=0.513169s
4940/6090, t=0.513203s
4941/6090, t=0.513236s
4942/6090, t=0.513269s
4943/6090, t=0.513303s
4944/6090, t=0.513336s
4945/6090, t=0.513369s
4946/6090, t=0.513403s
4947/6090, t=0.513436s
4948/6090, t=0.513469s
4949/6090, t=0.513503s
4950/6090, t=0.513536s
4951/6090, t=0.513569s
4952/6090, t=0.513603s
4953/6090, t=0.513636s
4954/6090, t=0.513669s
4955/6090, t=0.513703s
4956/6090, t=0.513736s
4957/6090, t=0.513769s
4958/6090, t=0.513803s
4959/6090, t=0.513836s
4960/6090, t=0.513869s
4961/6090, t=0.513903s
4962/6090, t=0.513936s
4963/6090, t=0.513969s
4964/6090, t=0.514003s
4965/6090, t=0.514036s
4966/6090, t=0.514069s
4967/6090, t=0.514103s
4968/6090, t=0.514136s
4969/6090, t=0.514169s
4970/6090, t=0.514203s
4971/6090, t=0.514236s
4972/6090, t=0.514269s
4973/6090, t=0.514303s
4974/6090, t=0.514336s
4975/6090, t=0.514369s
4976/6090, t=0.514403s
4977/6090, t=0.514436s
4978/6090, t=0.514469s
4979/6090, t=0.514503s
4980/6090, t=0.514536s
4981/6090, t=0.514569s
4982/6090, t=0.514603s
4983/6090, t=0.514636s
4984/6090, t=0.514669s
4985/6090, t=0.514703s
4986/6090, t=0.514736s
4987/6090, t=0.514769s
4988/6090, t=0.514803s
4989/6090, t=0.514836s
4990/6090, t=0.514869s
4991/6090, t=0.514903s
4992/6090, t=0.514936s
4993/6090, t=0.514969s
4994/6090, t=0.515003s
4995/6090, t=0.515036s
4996/6090, t=0.515069s
4997/6090, t=0.515103s
4998/6090, t=0.515136s
4999/6090, t=0.515169s
5000/6090, t=0.515203s
5001/6090, t=0.515236s
5002/6090, t=0.515269s
5003/6090, t=0.515303s
5004/6090, t=0.515336s
5005/6090, t=0.515369s
5006/6090, t=0.515403s
5007/6090, t=0.515436s
5008/6090, t=0.515469s
5009/6090, t=0.515503s
5010/6090, t=0.515536s
5011/6090, t=0.515569s
5012/6090, t=0.515603s
5013/6090, t=0.515636s
5014/6090, t=0.515669s
5015/6090, t=0.515703s
5016/6090, t=0.515736s
5017/6090, t=0.515769s
5018/6090, t=0.515803s
5019/6090, t=0.515836s
5020/6090, t=0.515869s
5021/6090, t=0.515903s
5022/6090, t=0.515936s
5023/6090, t=0.515969s
5024/6090, t=0.516003s
5025/6090, t=0.516036s
5026/6090, t=0.516069s
5027/6090, t=0.516103s
5028/6090, t=0.516136s
5029/6090, t=0.516169s
5030/6090, t=0.516203s
5031/6090, t=0.516236s
5032/6090, t=0.516269s
5033/6090, t=0.516303s
5034/6090, t=0.516336s
5035/6090, t=0.516369s
5036/6090, t=0.516403s
5037/6090, t=0.516436s
5038/6090, t=0.516469s
5039/6090, t=0.516503s
5040/6090, t=0.516536s
5041/6090, t=0.516569s
5042/6090, t=0.516603s
5043/6090, t=0.516636s
5044/6090, t=0.516669s
5045/6090, t=0.516703s
5046/6090, t=0.516736s
5047/6090, t=0.516769s
5048/6090, t=0.516803s
5049/6090, t=0.516836s
5050/6090, t=0.516869s
5051/6090, t=0.516903s
5052/6090, t=0.516936s
5053/6090, t=0.516969s
5054/6090, t=0.517003s
5055/6090, t=0.517036s
5056/6090, t=0.517069s
5057/6090, t=0.517103s
5058/6090, t=0.517136s
5059/6090, t=0.517169s
5060/6090, t=0.517203s
5061/6090, t=0.517236s
5062/6090, t=0.517269s
5063/6090, t=0.517303s
5064/6090, t=0.517336s
5065/6090, t=0.517369s
